Date,TeaGrade,DemandKg,StockLevelKg,LowStockFlag,PricePerKgLKR,DeliveryDay,Month,DayOfWeek,DayOfYear,Quarter,IsWeekend,Warehouse
2021-07-19,BOPF,279.8,10762.5,0,1622.73,1,7,0,200,3,0,Nuwara Eliya Main Warehouse
2021-07-19,DUST,237.0,9134.3,0,1572.17,1,7,0,200,3,0,Nuwara Eliya Main Warehouse
2021-07-19,FNGS,175.3,7235.5,0,1497.74,1,7,0,200,3,0,Nuwara Eliya Main Warehouse
2021-07-19,OP,108.1,5195.5,0,2662.49,1,7,0,200,3,0,Nuwara Eliya Main Warehouse
2021-07-20,BOP,338.3,12849.4,0,1909.5,0,7,1,201,3,0,Nuwara Eliya Main Warehouse
2021-07-20,BOPF,267.7,10797.4,0,1663.9,0,7,1,201,3,0,Nuwara Eliya Main Warehouse
2021-07-20,DUST,242.3,9190.8,0,1618.05,0,7,1,201,3,0,Nuwara Eliya Main Warehouse
2021-07-20,FNGS,180.6,7262.8,0,1425.15,0,7,1,201,3,0,Nuwara Eliya Main Warehouse
2021-07-20,OP,124.2,5219.1,0,2772.33,0,7,1,201,3,0,Nuwara Eliya Main Warehouse
2021-07-21,BOP,336.2,12807.1,0,1877.4,1,7,2,202,3,0,Nuwara Eliya Main Warehouse
2021-07-21,BOPF,271.6,10757.8,0,1672.98,1,7,2,202,3,0,Nuwara Eliya Main Warehouse
2021-07-21,DUST,227.2,9158.7,0,1599.98,1,7,2,202,3,0,Nuwara Eliya Main Warehouse
2021-07-21,FNGS,195.7,7301.1,0,1395.04,1,7,2,202,3,0,Nuwara Eliya Main Warehouse
2021-07-21,OP,121.0,5233.4,0,2946.04,1,7,2,202,3,0,Nuwara Eliya Main Warehouse
2021-07-22,BOP,340.2,12832.5,0,1787.07,0,7,3,203,3,0,Nuwara Eliya Main Warehouse
2021-07-22,BOPF,279.5,10761.6,0,1690.49,0,7,3,203,3,0,Nuwara Eliya Main Warehouse
2021-07-22,DUST,246.5,9194.6,0,1575.53,0,7,3,203,3,0,Nuwara Eliya Main Warehouse
2021-07-22,FNGS,173.0,7320.2,0,1405.4,0,7,3,203,3,0,Nuwara Eliya Main Warehouse
2021-07-22,OP,120.4,5250.6,0,2829.15,0,7,3,203,3,0,Nuwara Eliya Main Warehouse
2021-07-23,BOP,304.8,12903.6,0,1848.05,1,7,4,204,3,0,Nuwara Eliya Main Warehouse
2021-07-23,BOPF,243.6,10757.1,0,1731.9,1,7,4,204,3,0,Nuwara Eliya Main Warehouse
2021-07-23,DUST,204.5,9242.3,0,1595.28,1,7,4,204,3,0,Nuwara Eliya Main Warehouse
2021-07-23,FNGS,143.7,7347.8,0,1340.42,1,7,4,204,3,0,Nuwara Eliya Main Warehouse
2021-07-23,OP,115.0,5244.1,0,2801.41,1,7,4,204,3,0,Nuwara Eliya Main Warehouse
2021-07-24,BOP,178.6,12889.3,0,1890.06,0,7,5,205,3,1,Nuwara Eliya Main Warehouse
2021-07-24,BOPF,189.3,10781.3,0,1668.77,0,7,5,205,3,1,Nuwara Eliya Main Warehouse
2021-07-24,DUST,141.0,9269.8,0,1571.86,0,7,5,205,3,1,Nuwara Eliya Main Warehouse
2021-07-24,FNGS,108.7,7336.4,0,1446.92,0,7,5,205,3,1,Nuwara Eliya Main Warehouse
2021-07-24,OP,73.8,5244.0,0,2856.3,0,7,5,205,3,1,Nuwara Eliya Main Warehouse
2021-07-25,BOP,139.4,12906.9,0,1924.44,0,7,6,206,3,1,Nuwara Eliya Main Warehouse
2021-07-25,BOPF,184.0,10810.1,0,1592.96,0,7,6,206,3,1,Nuwara Eliya Main Warehouse
2021-07-25,DUST,115.0,9260.3,0,1506.75,0,7,6,206,3,1,Nuwara Eliya Main Warehouse
2021-07-25,FNGS,94.4,7335.4,0,1504.99,0,7,6,206,3,1,Nuwara Eliya Main Warehouse
2021-07-25,OP,54.9,5239.0,0,2903.85,0,7,6,206,3,1,Nuwara Eliya Main Warehouse
2021-07-26,BOP,327.7,12884.1,0,1843.59,1,7,0,207,3,0,Nuwara Eliya Main Warehouse
2021-07-26,BOPF,279.5,10802.1,0,1631.92,1,7,0,207,3,0,Nuwara Eliya Main Warehouse
2021-07-26,DUST,225.1,9255.9,0,1507.28,1,7,0,207,3,0,Nuwara Eliya Main Warehouse
2021-07-26,FNGS,193.1,7374.1,0,1388.21,1,7,0,207,3,0,Nuwara Eliya Main Warehouse
2021-07-26,OP,122.0,5245.4,0,2953.79,1,7,0,207,3,0,Nuwara Eliya Main Warehouse
2021-07-27,BOP,344.1,12906.2,0,1999.42,0,7,1,208,3,0,Nuwara Eliya Main Warehouse
2021-07-27,BOPF,278.1,10850.7,0,1659.48,0,7,1,208,3,0,Nuwara Eliya Main Warehouse
2021-07-27,DUST,249.8,9235.7,0,1564.02,0,7,1,208,3,0,Nuwara Eliya Main Warehouse
2021-07-27,FNGS,188.6,7361.0,0,1521.3,0,7,1,208,3,0,Nuwara Eliya Main Warehouse
2021-07-27,OP,111.7,5249.0,0,2804.5,0,7,1,208,3,0,Nuwara Eliya Main Warehouse
2021-07-28,BOP,338.1,12868.6,0,1773.0,1,7,2,209,3,0,Nuwara Eliya Main Warehouse
2021-07-28,BOPF,310.9,10840.6,0,1745.16,1,7,2,209,3,0,Nuwara Eliya Main Warehouse
2021-07-28,DUST,240.7,9257.5,0,1566.11,1,7,2,209,3,0,Nuwara Eliya Main Warehouse
2021-07-28,FNGS,198.4,7337.5,0,1416.41,1,7,2,209,3,0,Nuwara Eliya Main Warehouse
2021-07-28,OP,120.8,5279.1,0,2806.64,1,7,2,209,3,0,Nuwara Eliya Main Warehouse
2021-07-29,BOP,396.2,12880.5,0,1846.99,0,7,3,210,3,0,Nuwara Eliya Main Warehouse
2021-07-29,BOPF,255.2,10847.9,0,1576.83,0,7,3,210,3,0,Nuwara Eliya Main Warehouse
2021-07-29,DUST,234.1,9289.1,0,1613.26,0,7,3,210,3,0,Nuwara Eliya Main Warehouse
2021-07-29,FNGS,166.3,7365.0,0,1491.4,0,7,3,210,3,0,Nuwara Eliya Main Warehouse
2021-07-29,OP,119.5,5290.4,0,2824.05,0,7,3,210,3,0,Nuwara Eliya Main Warehouse
2021-07-30,BOP,298.3,12926.0,0,1873.8,1,7,4,211,3,0,Nuwara Eliya Main Warehouse
2021-07-30,BOPF,228.1,10880.0,0,1703.32,1,7,4,211,3,0,Nuwara Eliya Main Warehouse
2021-07-30,DUST,208.2,9284.2,0,1609.02,1,7,4,211,3,0,Nuwara Eliya Main Warehouse
2021-07-30,FNGS,156.8,7393.8,0,1434.4,1,7,4,211,3,0,Nuwara Eliya Main Warehouse
2021-07-30,OP,101.0,5307.0,0,2929.45,1,7,4,211,3,0,Nuwara Eliya Main Warehouse
2021-07-31,BOP,229.6,12923.5,0,1867.4,0,7,5,212,3,1,Nuwara Eliya Main Warehouse
2021-07-31,BOPF,171.8,10901.9,0,1653.74,0,7,5,212,3,1,Nuwara Eliya Main Warehouse
2021-07-31,DUST,170.2,9295.4,0,1602.05,0,7,5,212,3,1,Nuwara Eliya Main Warehouse
2021-07-31,FNGS,113.8,7384.2,0,1434.46,0,7,5,212,3,1,Nuwara Eliya Main Warehouse
2021-07-31,OP,85.6,5305.6,0,2847.99,0,7,5,212,3,1,Nuwara Eliya Main Warehouse
2021-08-01,BOP,204.0,12947.1,0,1810.3,0,8,6,213,3,1,Nuwara Eliya Main Warehouse
2021-08-01,BOPF,157.8,10940.5,0,1685.83,0,8,6,213,3,1,Nuwara Eliya Main Warehouse
2021-08-01,DUST,144.7,9313.7,0,1561.0,0,8,6,213,3,1,Nuwara Eliya Main Warehouse
2021-08-01,FNGS,103.4,7404.0,0,1499.15,0,8,6,213,3,1,Nuwara Eliya Main Warehouse
2021-08-01,OP,62.3,5317.0,0,3025.34,0,8,6,213,3,1,Nuwara Eliya Main Warehouse
2021-08-02,BOP,358.6,13007.4,0,1903.67,1,8,0,214,3,0,Nuwara Eliya Main Warehouse
2021-08-02,BOPF,292.5,10923.0,0,1640.28,1,8,0,214,3,0,Nuwara Eliya Main Warehouse
2021-08-02,DUST,235.1,9318.1,0,1509.94,1,8,0,214,3,0,Nuwara Eliya Main Warehouse
2021-08-02,FNGS,195.9,7428.4,0,1454.68,1,8,0,214,3,0,Nuwara Eliya Main Warehouse
2021-08-02,OP,129.3,5329.4,0,2830.09,1,8,0,214,3,0,Nuwara Eliya Main Warehouse
2021-08-03,BOP,356.4,13086.1,0,1899.55,0,8,1,215,3,0,Nuwara Eliya Main Warehouse
2021-08-03,BOPF,316.7,10959.4,0,1604.41,0,8,1,215,3,0,Nuwara Eliya Main Warehouse
2021-08-03,DUST,284.8,9372.7,0,1593.42,0,8,1,215,3,0,Nuwara Eliya Main Warehouse
2021-08-03,FNGS,211.8,7440.7,0,1437.65,0,8,1,215,3,0,Nuwara Eliya Main Warehouse
2021-08-03,OP,138.7,5347.2,0,2991.95,0,8,1,215,3,0,Nuwara Eliya Main Warehouse
2021-08-04,BOP,370.9,13065.3,0,1881.75,1,8,2,216,3,0,Nuwara Eliya Main Warehouse
2021-08-04,BOPF,316.6,10989.1,0,1681.96,1,8,2,216,3,0,Nuwara Eliya Main Warehouse
2021-08-04,DUST,275.0,9416.3,0,1598.79,1,8,2,216,3,0,Nuwara Eliya Main Warehouse
2021-08-04,FNGS,196.2,7476.5,0,1340.47,1,8,2,216,3,0,Nuwara Eliya Main Warehouse
2021-08-04,OP,144.2,5342.6,0,2769.01,1,8,2,216,3,0,Nuwara Eliya Main Warehouse
2021-08-05,BOP,335.5,13068.6,0,1897.64,0,8,3,217,3,0,Nuwara Eliya Main Warehouse
2021-08-05,BOPF,324.7,11059.2,0,1677.39,0,8,3,217,3,0,Nuwara Eliya Main Warehouse
2021-08-05,DUST,269.7,9382.8,0,1463.42,0,8,3,217,3,0,Nuwara Eliya Main Warehouse
2021-08-05,FNGS,199.2,7480.0,0,1358.81,0,8,3,217,3,0,Nuwara Eliya Main Warehouse
2021-08-05,OP,132.3,5351.8,0,2727.48,0,8,3,217,3,0,Nuwara Eliya Main Warehouse
2021-08-06,BOP,310.9,13040.9,0,1855.84,1,8,4,218,3,0,Nuwara Eliya Main Warehouse
2021-08-06,BOPF,277.7,11035.0,0,1692.95,1,8,4,218,3,0,Nuwara Eliya Main Warehouse
2021-08-06,DUST,249.8,9407.4,0,1535.8,1,8,4,218,3,0,Nuwara Eliya Main Warehouse
2021-08-06,FNGS,177.7,7467.1,0,1441.48,1,8,4,218,3,0,Nuwara Eliya Main Warehouse
2021-08-06,OP,126.2,5364.9,0,2835.91,1,8,4,218,3,0,Nuwara Eliya Main Warehouse
2021-08-07,BOP,226.4,13096.8,0,1789.73,0,8,5,219,3,1,Nuwara Eliya Main Warehouse
2021-08-07,BOPF,197.1,11064.7,0,1645.18,0,8,5,219,3,1,Nuwara Eliya Main Warehouse
2021-08-07,DUST,177.5,9397.5,0,1542.58,0,8,5,219,3,1,Nuwara Eliya Main Warehouse
2021-08-07,FNGS,123.5,7462.7,0,1483.96,0,8,5,219,3,1,Nuwara Eliya Main Warehouse
2021-08-07,OP,94.8,5373.0,0,2940.34,0,8,5,219,3,1,Nuwara Eliya Main Warehouse
2021-08-08,BOP,189.5,13138.7,0,1839.85,0,8,6,220,3,1,Nuwara Eliya Main Warehouse
2021-08-08,BOPF,181.8,11078.7,0,1616.79,0,8,6,220,3,1,Nuwara Eliya Main Warehouse
2021-08-08,DUST,150.5,9408.5,0,1580.33,0,8,6,220,3,1,Nuwara Eliya Main Warehouse
2021-08-08,FNGS,105.5,7468.2,0,1427.82,0,8,6,220,3,1,Nuwara Eliya Main Warehouse
2021-08-08,OP,72.9,5388.7,0,2804.77,0,8,6,220,3,1,Nuwara Eliya Main Warehouse
2021-08-09,BOP,392.7,13164.6,0,1888.48,1,8,0,221,3,0,Nuwara Eliya Main Warehouse
2021-08-09,BOPF,291.3,11067.0,0,1570.31,1,8,0,221,3,0,Nuwara Eliya Main Warehouse
2021-08-09,DUST,255.1,9467.8,0,1537.58,1,8,0,221,3,0,Nuwara Eliya Main Warehouse
2021-08-09,FNGS,195.5,7480.4,0,1397.69,1,8,0,221,3,0,Nuwara Eliya Main Warehouse
2021-08-09,OP,124.4,5414.8,0,2793.26,1,8,0,221,3,0,Nuwara Eliya Main Warehouse
2021-08-10,BOP,328.6,13226.0,0,1888.93,0,8,1,222,3,0,Nuwara Eliya Main Warehouse
2021-08-10,BOPF,291.8,11078.6,0,1686.0,0,8,1,222,3,0,Nuwara Eliya Main Warehouse
2021-08-10,DUST,286.3,9525.6,0,1573.28,0,8,1,222,3,0,Nuwara Eliya Main Warehouse
2021-08-10,FNGS,204.4,7515.6,0,1345.38,0,8,1,222,3,0,Nuwara Eliya Main Warehouse
2021-08-10,OP,128.1,5445.3,0,2931.35,0,8,1,222,3,0,Nuwara Eliya Main Warehouse
2021-08-11,BOP,371.5,13247.7,0,1882.33,1,8,2,223,3,0,Nuwara Eliya Main Warehouse
2021-08-11,BOPF,334.1,11073.1,0,1666.9,1,8,2,223,3,0,Nuwara Eliya Main Warehouse
2021-08-11,DUST,272.6,9528.8,0,1565.37,1,8,2,223,3,0,Nuwara Eliya Main Warehouse
2021-08-11,FNGS,203.2,7549.4,0,1389.82,1,8,2,223,3,0,Nuwara Eliya Main Warehouse
2021-08-11,OP,137.0,5461.3,0,2904.68,1,8,2,223,3,0,Nuwara Eliya Main Warehouse
2021-08-12,BOP,321.1,13279.6,0,1910.62,0,8,3,224,3,0,Nuwara Eliya Main Warehouse
2021-08-12,BOPF,327.7,11099.9,0,1599.48,0,8,3,224,3,0,Nuwara Eliya Main Warehouse
2021-08-12,DUST,245.0,9520.6,0,1567.88,0,8,3,224,3,0,Nuwara Eliya Main Warehouse
2021-08-12,FNGS,200.2,7566.0,0,1428.33,0,8,3,224,3,0,Nuwara Eliya Main Warehouse
2021-08-12,OP,130.1,5492.4,0,2779.1,0,8,3,224,3,0,Nuwara Eliya Main Warehouse
2021-08-13,BOP,308.0,13244.4,0,1848.05,1,8,4,225,3,0,Nuwara Eliya Main Warehouse
2021-08-13,BOPF,264.5,11154.3,0,1620.36,1,8,4,225,3,0,Nuwara Eliya Main Warehouse
2021-08-13,DUST,253.5,9506.3,0,1542.08,1,8,4,225,3,0,Nuwara Eliya Main Warehouse
2021-08-13,FNGS,175.1,7594.4,0,1386.96,1,8,4,225,3,0,Nuwara Eliya Main Warehouse
2021-08-13,OP,127.5,5515.7,0,2774.39,1,8,4,225,3,0,Nuwara Eliya Main Warehouse
2021-08-14,BOP,258.1,13283.6,0,1881.92,0,8,5,226,3,1,Nuwara Eliya Main Warehouse
2021-08-14,BOPF,201.3,11169.9,0,1623.97,0,8,5,226,3,1,Nuwara Eliya Main Warehouse
2021-08-14,DUST,176.9,9517.5,0,1545.79,0,8,5,226,3,1,Nuwara Eliya Main Warehouse
2021-08-14,FNGS,148.7,7583.5,0,1382.53,0,8,5,226,3,1,Nuwara Eliya Main Warehouse
2021-08-14,OP,96.4,5511.7,0,2915.73,0,8,5,226,3,1,Nuwara Eliya Main Warehouse
2021-08-15,BOP,190.6,13264.8,0,1912.33,0,8,6,227,3,1,Nuwara Eliya Main Warehouse
2021-08-15,BOPF,150.7,11185.4,0,1574.7,0,8,6,227,3,1,Nuwara Eliya Main Warehouse
2021-08-15,DUST,139.0,9503.0,0,1525.38,0,8,6,227,3,1,Nuwara Eliya Main Warehouse
2021-08-15,FNGS,95.4,7571.1,0,1420.99,0,8,6,227,3,1,Nuwara Eliya Main Warehouse
2021-08-15,OP,71.8,5513.2,0,2709.2,0,8,6,227,3,1,Nuwara Eliya Main Warehouse
2021-08-16,BOP,328.8,13324.1,0,1876.0,1,8,0,228,3,0,Nuwara Eliya Main Warehouse
2021-08-16,BOPF,311.7,11203.3,0,1607.15,1,8,0,228,3,0,Nuwara Eliya Main Warehouse
2021-08-16,DUST,256.6,9520.9,0,1593.4,1,8,0,228,3,0,Nuwara Eliya Main Warehouse
2021-08-16,FNGS,190.3,7609.0,0,1484.07,1,8,0,228,3,0,Nuwara Eliya Main Warehouse
2021-08-16,OP,124.9,5506.4,0,2937.16,1,8,0,228,3,0,Nuwara Eliya Main Warehouse
2021-08-17,BOP,351.8,13381.4,0,1811.84,0,8,1,229,3,0,Nuwara Eliya Main Warehouse
2021-08-17,BOPF,349.4,11158.1,0,1591.91,0,8,1,229,3,0,Nuwara Eliya Main Warehouse
2021-08-17,DUST,269.7,9480.6,0,1602.4,0,8,1,229,3,0,Nuwara Eliya Main Warehouse
2021-08-17,FNGS,237.2,7580.6,0,1452.1,0,8,1,229,3,0,Nuwara Eliya Main Warehouse
2021-08-17,OP,143.0,5485.2,0,2904.8,0,8,1,229,3,0,Nuwara Eliya Main Warehouse
2021-08-18,BOP,372.3,13431.1,0,1827.62,1,8,2,230,3,0,Nuwara Eliya Main Warehouse
2021-08-18,BOPF,326.6,11139.5,0,1627.08,1,8,2,230,3,0,Nuwara Eliya Main Warehouse
2021-08-18,DUST,273.6,9475.0,0,1540.12,1,8,2,230,3,0,Nuwara Eliya Main Warehouse
2021-08-18,FNGS,192.4,7570.7,0,1435.45,1,8,2,230,3,0,Nuwara Eliya Main Warehouse
2021-08-18,OP,129.6,5475.5,0,2655.29,1,8,2,230,3,0,Nuwara Eliya Main Warehouse
2021-08-19,BOP,338.8,13385.2,0,1927.23,0,8,3,231,3,0,Nuwara Eliya Main Warehouse
2021-08-19,BOPF,326.6,11154.8,0,1611.35,0,8,3,231,3,0,Nuwara Eliya Main Warehouse
2021-08-19,DUST,251.3,9459.4,0,1646.78,0,8,3,231,3,0,Nuwara Eliya Main Warehouse
2021-08-19,FNGS,185.4,7594.5,0,1431.46,0,8,3,231,3,0,Nuwara Eliya Main Warehouse
2021-08-19,OP,129.1,5456.3,0,2848.4,0,8,3,231,3,0,Nuwara Eliya Main Warehouse
2021-08-20,BOP,321.8,13375.9,0,1958.53,1,8,4,232,3,0,Nuwara Eliya Main Warehouse
2021-08-20,BOPF,292.1,11147.2,0,1568.29,1,8,4,232,3,0,Nuwara Eliya Main Warehouse
2021-08-20,DUST,216.5,9511.0,0,1561.55,1,8,4,232,3,0,Nuwara Eliya Main Warehouse
2021-08-20,FNGS,188.1,7597.1,0,1446.8,1,8,4,232,3,0,Nuwara Eliya Main Warehouse
2021-08-20,OP,114.3,5472.1,0,2681.07,1,8,4,232,3,0,Nuwara Eliya Main Warehouse
2021-08-21,BOP,238.5,13365.2,0,1946.61,0,8,5,233,3,1,Nuwara Eliya Main Warehouse
2021-08-21,BOPF,208.3,11131.1,0,1745.78,0,8,5,233,3,1,Nuwara Eliya Main Warehouse
2021-08-21,DUST,163.7,9534.1,0,1647.45,0,8,5,233,3,1,Nuwara Eliya Main Warehouse
2021-08-21,FNGS,112.7,7619.7,0,1419.13,0,8,5,233,3,1,Nuwara Eliya Main Warehouse
2021-08-21,OP,90.3,5473.9,0,2746.28,0,8,5,233,3,1,Nuwara Eliya Main Warehouse
2021-08-22,BOP,177.1,13364.2,0,1894.41,0,8,6,234,3,1,Nuwara Eliya Main Warehouse
2021-08-22,BOPF,184.5,11140.6,0,1708.48,0,8,6,234,3,1,Nuwara Eliya Main Warehouse
2021-08-22,DUST,148.5,9532.6,0,1546.55,0,8,6,234,3,1,Nuwara Eliya Main Warehouse
2021-08-22,FNGS,105.6,7616.4,0,1406.59,0,8,6,234,3,1,Nuwara Eliya Main Warehouse
2021-08-22,OP,81.6,5471.9,0,2805.46,0,8,6,234,3,1,Nuwara Eliya Main Warehouse
2021-08-23,BOP,390.7,13319.3,0,1814.88,1,8,0,235,3,0,Nuwara Eliya Main Warehouse
2021-08-23,BOPF,318.7,11134.0,0,1609.86,1,8,0,235,3,0,Nuwara Eliya Main Warehouse
2021-08-23,DUST,260.6,9503.2,0,1482.29,1,8,0,235,3,0,Nuwara Eliya Main Warehouse
2021-08-23,FNGS,221.2,7584.3,0,1454.96,1,8,0,235,3,0,Nuwara Eliya Main Warehouse
2021-08-23,OP,133.0,5492.5,0,2741.42,1,8,0,235,3,0,Nuwara Eliya Main Warehouse
2021-08-24,BOP,377.6,13404.1,0,1881.44,0,8,1,236,3,0,Nuwara Eliya Main Warehouse
2021-08-24,BOPF,344.3,11117.9,0,1661.08,0,8,1,236,3,0,Nuwara Eliya Main Warehouse
2021-08-24,DUST,290.8,9519.7,0,1595.34,0,8,1,236,3,0,Nuwara Eliya Main Warehouse
2021-08-24,FNGS,190.2,7578.7,0,1414.59,0,8,1,236,3,0,Nuwara Eliya Main Warehouse
2021-08-24,OP,135.7,5517.3,0,3034.44,0,8,1,236,3,0,Nuwara Eliya Main Warehouse
2021-08-25,BOP,320.0,13427.0,0,1968.63,1,8,2,237,3,0,Nuwara Eliya Main Warehouse
2021-08-25,BOPF,306.6,11128.8,0,1668.25,1,8,2,237,3,0,Nuwara Eliya Main Warehouse
2021-08-25,DUST,268.9,9502.3,0,1588.31,1,8,2,237,3,0,Nuwara Eliya Main Warehouse
2021-08-25,FNGS,181.7,7593.4,0,1374.24,1,8,2,237,3,0,Nuwara Eliya Main Warehouse
2021-08-25,OP,125.4,5547.4,0,2920.9,1,8,2,237,3,0,Nuwara Eliya Main Warehouse
2021-08-26,BOP,355.9,13417.1,0,1916.39,0,8,3,238,3,0,Nuwara Eliya Main Warehouse
2021-08-26,BOPF,279.4,11101.8,0,1705.96,0,8,3,238,3,0,Nuwara Eliya Main Warehouse
2021-08-26,DUST,277.0,9520.2,0,1578.46,0,8,3,238,3,0,Nuwara Eliya Main Warehouse
2021-08-26,FNGS,183.1,7593.5,0,1484.88,0,8,3,238,3,0,Nuwara Eliya Main Warehouse
2021-08-26,OP,137.8,5562.1,0,2963.39,0,8,3,238,3,0,Nuwara Eliya Main Warehouse
2021-08-27,BOP,304.2,13419.8,0,1870.68,1,8,4,239,3,0,Nuwara Eliya Main Warehouse
2021-08-27,BOPF,295.1,11167.0,0,1608.41,1,8,4,239,3,0,Nuwara Eliya Main Warehouse
2021-08-27,DUST,228.3,9562.2,0,1547.11,1,8,4,239,3,0,Nuwara Eliya Main Warehouse
2021-08-27,FNGS,189.0,7605.6,0,1345.83,1,8,4,239,3,0,Nuwara Eliya Main Warehouse
2021-08-27,OP,114.7,5566.1,0,2836.95,1,8,4,239,3,0,Nuwara Eliya Main Warehouse
2021-08-28,BOP,253.0,13427.1,0,1917.22,0,8,5,240,3,1,Nuwara Eliya Main Warehouse
2021-08-28,BOPF,213.2,11209.1,0,1701.39,0,8,5,240,3,1,Nuwara Eliya Main Warehouse
2021-08-28,DUST,171.8,9578.7,0,1575.48,0,8,5,240,3,1,Nuwara Eliya Main Warehouse
2021-08-28,FNGS,146.2,7634.9,0,1488.24,0,8,5,240,3,1,Nuwara Eliya Main Warehouse
2021-08-28,OP,91.0,5563.6,0,2851.5,0,8,5,240,3,1,Nuwara Eliya Main Warehouse
2021-08-29,BOP,173.2,13442.8,0,1812.02,0,8,6,241,3,1,Nuwara Eliya Main Warehouse
2021-08-29,BOPF,160.1,11230.4,0,1621.8,0,8,6,241,3,1,Nuwara Eliya Main Warehouse
2021-08-29,DUST,141.9,9593.4,0,1553.43,0,8,6,241,3,1,Nuwara Eliya Main Warehouse
2021-08-29,FNGS,101.3,7656.7,0,1445.84,0,8,6,241,3,1,Nuwara Eliya Main Warehouse
2021-08-29,OP,69.3,5559.3,0,2981.92,0,8,6,241,3,1,Nuwara Eliya Main Warehouse
2021-08-30,BOP,345.9,13462.2,0,1843.99,1,8,0,242,3,0,Nuwara Eliya Main Warehouse
2021-08-30,BOPF,300.8,11198.0,0,1583.63,1,8,0,242,3,0,Nuwara Eliya Main Warehouse
2021-08-30,DUST,259.4,9610.7,0,1563.26,1,8,0,242,3,0,Nuwara Eliya Main Warehouse
2021-08-30,FNGS,203.9,7647.8,0,1383.97,1,8,0,242,3,0,Nuwara Eliya Main Warehouse
2021-08-30,OP,137.6,5550.4,0,2885.78,1,8,0,242,3,0,Nuwara Eliya Main Warehouse
2021-08-31,BOP,373.5,13543.5,0,1822.57,0,8,1,243,3,0,Nuwara Eliya Main Warehouse
2021-08-31,BOPF,361.4,11256.0,0,1683.86,0,8,1,243,3,0,Nuwara Eliya Main Warehouse
2021-08-31,DUST,269.7,9670.2,0,1616.57,0,8,1,243,3,0,Nuwara Eliya Main Warehouse
2021-08-31,FNGS,220.2,7655.5,0,1425.79,0,8,1,243,3,0,Nuwara Eliya Main Warehouse
2021-08-31,OP,136.0,5552.3,0,2900.98,0,8,1,243,3,0,Nuwara Eliya Main Warehouse
2021-09-01,BOP,373.7,13561.8,0,1908.94,1,9,2,244,3,0,Nuwara Eliya Main Warehouse
2021-09-01,BOPF,301.8,11308.2,0,1711.52,1,9,2,244,3,0,Nuwara Eliya Main Warehouse
2021-09-01,DUST,255.5,9727.2,0,1586.11,1,9,2,244,3,0,Nuwara Eliya Main Warehouse
2021-09-01,FNGS,220.5,7670.8,0,1406.87,1,9,2,244,3,0,Nuwara Eliya Main Warehouse
2021-09-01,OP,134.0,5585.3,0,2773.22,1,9,2,244,3,0,Nuwara Eliya Main Warehouse
2021-09-02,BOP,327.3,13642.6,0,1922.64,0,9,3,245,3,0,Nuwara Eliya Main Warehouse
2021-09-02,BOPF,292.2,11354.1,0,1774.68,0,9,3,245,3,0,Nuwara Eliya Main Warehouse
2021-09-02,DUST,240.0,9740.4,0,1606.02,0,9,3,245,3,0,Nuwara Eliya Main Warehouse
2021-09-02,FNGS,194.6,7715.5,0,1458.9,0,9,3,245,3,0,Nuwara Eliya Main Warehouse
2021-09-02,OP,135.1,5565.1,0,2773.03,0,9,3,245,3,0,Nuwara Eliya Main Warehouse
2021-09-03,BOP,308.3,13701.3,0,1874.61,1,9,4,246,3,0,Nuwara Eliya Main Warehouse
2021-09-03,BOPF,276.8,11325.2,0,1590.72,1,9,4,246,3,0,Nuwara Eliya Main Warehouse
2021-09-03,DUST,245.1,9733.6,0,1566.99,1,9,4,246,3,0,Nuwara Eliya Main Warehouse
2021-09-03,FNGS,152.2,7753.5,0,1458.18,1,9,4,246,3,0,Nuwara Eliya Main Warehouse
2021-09-03,OP,133.2,5555.6,0,2872.09,1,9,4,246,3,0,Nuwara Eliya Main Warehouse
2021-09-04,BOP,225.2,13686.3,0,1834.83,0,9,5,247,3,1,Nuwara Eliya Main Warehouse
2021-09-04,BOPF,224.8,11349.4,0,1683.11,0,9,5,247,3,1,Nuwara Eliya Main Warehouse
2021-09-04,DUST,183.1,9739.8,0,1561.98,0,9,5,247,3,1,Nuwara Eliya Main Warehouse
2021-09-04,FNGS,122.7,7746.6,0,1444.56,0,9,5,247,3,1,Nuwara Eliya Main Warehouse
2021-09-04,OP,93.9,5548.6,0,2881.7,0,9,5,247,3,1,Nuwara Eliya Main Warehouse
2021-09-05,BOP,173.3,13724.8,0,1882.32,0,9,6,248,3,1,Nuwara Eliya Main Warehouse
2021-09-05,BOPF,200.8,11386.3,0,1629.34,0,9,6,248,3,1,Nuwara Eliya Main Warehouse
2021-09-05,DUST,130.3,9730.0,0,1524.36,0,9,6,248,3,1,Nuwara Eliya Main Warehouse
2021-09-05,FNGS,99.5,7760.6,0,1456.64,0,9,6,248,3,1,Nuwara Eliya Main Warehouse
2021-09-05,OP,68.4,5558.0,0,2766.82,0,9,6,248,3,1,Nuwara Eliya Main Warehouse
2021-09-06,BOP,379.3,13685.6,0,1856.55,1,9,0,249,3,0,Nuwara Eliya Main Warehouse
2021-09-06,BOPF,313.0,11411.7,0,1687.45,1,9,0,249,3,0,Nuwara Eliya Main Warehouse
2021-09-06,DUST,264.1,9757.6,0,1560.9,1,9,0,249,3,0,Nuwara Eliya Main Warehouse
