Date,TeaPrice_USD_kg,Decade,change_pct
2009-07-01,3.46032776556,2000,10.32648850055038
2009-08-01,3.45763709385,2000,-0.07775771234100892
2009-09-01,3.76446018223,2000,8.873779406339022
2009-10-01,3.52390338996,2000,-6.390206845739521
2009-11-01,3.34950667805,2000,-4.948964049550164
2009-12-01,3.26709531022,2000,-2.460403150411916
2010-01-01,3.41052368679,2010,4.390088532811776
2010-02-01,3.32142005883,2010,-2.612608389295923
2010-03-01,3.32195930053,2010,0.016235275588427633
2010-04-01,3.26639387447,2010,-1.672670283803146
2010-05-01,3.21856280846,2010,-1.4643385901450867
2010-06-01,3.00076145372,2010,-6.767037578620771
2010-07-01,3.04464464252,2010,1.4624017762424613
2010-08-01,3.26955247269,2010,7.386997714907295
2010-09-01,3.34880855073,2010,2.4240650273091413
2010-10-01,3.37241399687,2010,0.7048908823066302
2010-11-01,3.39794202704,2010,0.7569660840481829
2010-12-01,3.50276276276,2010,3.084830020225837
2011-01-01,3.55880235112,2010,1.599868222758083
2011-02-01,3.55939696316,2010,0.016708206338367226
2011-03-01,3.57092333587,2010,0.3238293685503102
2011-04-01,3.37234500539,2010,-5.5609799427861155
2011-05-01,3.10029597924,2010,-8.067057958636658
2011-06-01,3.11777169792,2010,0.5636790421630566
2011-07-01,3.09573985429,2010,-0.7066535258081319
2011-08-01,3.15671145664,2010,1.969532493678594
2011-09-01,3.13785456326,2010,-0.5973587905963251
2011-10-01,3.23417891394,2010,3.0697519192835365
2011-11-01,3.15501105003,2010,-2.4478504750856445
2011-12-01,3.11060536733,2010,-1.4074652036346502
2012-01-01,3.05757403868,2010,-1.7048555630674422
2012-02-01,2.96994962524,2010,-2.8658149346999506
2012-03-01,2.75423358245,2010,-7.26328961800381
2012-04-01,3.20417831324,2010,16.336476820885903
2012-05-01,3.02418604651,2010,-5.617423536831668
2012-06-01,2.91231787357,2010,-3.699116761321586
2012-07-01,2.98983723063,2010,2.661775274035394
2012-08-01,3.06582246362,2010,2.54145049140313
2012-09-01,3.18797649226,2010,3.9843803771913544
2012-10-01,3.15898193463,2010,-0.9094972218394615
2012-11-01,3.11612345158,2010,-1.3567182065895467
2012-12-01,3.31013641601,2010,6.226100070959251
2013-01-01,3.33770742452,2010,0.8329266545223923
2013-02-01,3.33160514514,2010,-0.18282846888166837
2013-03-01,3.48250233346,2010,4.529263875706335
2013-04-01,3.39119915918,2010,-2.6217692204469123
2013-05-01,3.29168896974,2010,-2.93436583252934
2013-06-01,3.17273419352,2010,-3.6137915007624755
2013-07-01,3.17334128424,2010,0.019134622788130606
2013-08-01,3.36037372753,2010,5.893864748140154
2013-09-01,3.59112423802,2010,6.86681093235455
2013-10-01,3.7745898512,2010,5.108862880253784
2013-11-01,3.72303055611,2010,-1.3659575509537447
2013-12-01,3.80675806449,2010,2.2489073650655778
2014-01-01,3.89903534357,2010,2.4240384473280807
2014-02-01,3.6535768878,2010,-6.2953637025833125
2014-03-01,3.59373803874,2010,-1.637815513334706
2014-04-01,3.54786053276,2010,-1.276595719705964
2014-05-01,3.66513990034,2010,3.305636354559982
2014-06-01,3.57636224098,2010,-2.422217480750577
2014-07-01,3.50965067179,2010,-1.865347095592862
2014-08-01,3.48655913978,2010,-0.6579438858575148
2014-09-01,3.36786920479,2010,-3.4042140182222624
2014-10-01,3.42273249139,2010,1.6290207031190551
2014-11-01,3.332729146,2010,-2.629575802853612
2014-12-01,3.36962734339,2010,1.1071465988853557
2015-01-01,3.24,2010,-3.846934102202193
2015-02-01,3.11,2010,-4.012345679012352
2015-03-01,3.08,2010,-0.9646302250803762
2015-04-01,3.01,2010,-2.272727272727282
2015-05-01,2.97,2010,-1.3289036544850363
2015-06-01,3.01,2010,1.3468013468013407
2015-07-01,3.04,2010,0.996677740863805
2015-08-01,2.91,2010,-4.276315789473683
2015-09-01,2.65,2010,-8.934707903780081
2015-10-01,2.81,2010,6.037735849056602
2015-11-01,2.92,2010,3.9145907473309594
2015-12-01,2.95,2010,1.0273972602739878
2016-01-01,2.85,2010,-3.3898305084745783
2016-02-01,2.83,2010,-0.7017543859649145
2016-03-01,2.87,2010,1.4134275618374659
2016-04-01,2.99,2010,4.181184668989557
2016-05-01,3.08,2010,3.0100334448160515
2016-06-01,2.96,2010,-3.8961038961038974
2016-07-01,3.18,2010,7.432432432432434
2016-08-01,3.46,2010,8.805031446540879
2016-09-01,3.6,2010,4.046242774566489
2016-10-01,3.88,2010,7.777777777777772
2016-11-01,4.01,2010,3.350515463917514
2016-12-01,3.91,2010,-2.4937655860349017
2017-01-01,3.95,2010,1.0230179028132946
2017-02-01,3.97,2010,0.5063291139240533
2017-03-01,4.01,2010,1.0075566750629594
2017-04-01,4.05,2010,0.9975062344139696
2017-05-01,4.02,2010,-0.7407407407407418
2017-06-01,3.95,2010,-1.741293532338295
2017-07-01,3.86,2010,-2.27848101265824
2017-08-01,4.13,2010,6.994818652849744
2017-09-01,4.27,2010,3.3898305084745672
2017-10-01,4.19,2010,-1.8735362997657878
2017-11-01,4.11,2010,-1.9093078758949944
2017-12-01,4.11,2010,0.0
2018-01-01,4.16,2010,1.2165450121654375
2018-02-01,4.1,2010,-1.4423076923077094
2018-03-01,3.95,2010,-3.658536585365846
2018-04-01,3.88,2010,-1.7721518987341867
2018-05-01,3.76,2010,-3.0927835051546393
2018-06-01,3.39,2010,-9.840425531914887
2018-07-01,3.41,2010,0.5899705014749346
2018-08-01,3.34,2010,-2.052785923753675
2018-09-01,3.25,2010,-2.6946107784431073
2018-10-01,3.48,2010,7.0769230769230695
2018-11-01,3.36,2010,-3.4482758620689724
2018-12-01,3.18,2010,-5.357142857142849
2019-01-01,3.23,2010,1.5723270440251458
2019-02-01,3.27,2010,1.238390092879249
2019-03-01,3.38,2010,3.3639143730886722
2019-04-01,3.34,2010,-1.183431952662728
2019-05-01,3.09,2010,-7.485029940119759
2019-06-01,2.78,2010,-10.032362459546928
2019-07-01,2.84,2010,2.158273381294973
2019-08-01,3.06,2010,7.7464788732394485
2019-09-01,2.88,2010,-5.882352941176472
2019-10-01,2.94,2010,2.083333333333326
2019-11-01,3.19,2010,8.503401360544217
2019-12-01,3.21,2010,0.6269592476489061
2020-01-01,3.27,2020,1.869158878504673
2020-02-01,3.35,2020,2.4464831804281273
2020-03-01,3.08,2020,-8.059701492537318
2020-04-01,3.66,2020,18.831168831168842
2020-05-01,3.76,2020,2.7322404371584508
2020-06-01,3.3,2020,-12.234042553191493
2020-07-01,3.32,2020,0.60606060606061
2020-08-01,3.37,2020,1.506024096385561
2020-09-01,3.35,2020,-0.5934718100890191
2020-10-01,3.51,2020,4.776119402985057
2020-11-01,3.47,2020,-1.1396011396011319
2020-12-01,3.41,2020,-1.729106628242072
2021-01-01,3.39,2020,-0.5865102639296182
2021-02-01,3.32,2020,-2.064896755162249
2021-03-01,3.27,2020,-1.5060240963855387
2021-04-01,3.21,2020,-1.834862385321101
2021-05-01,3.08,2020,-4.049844236760125
2021-06-01,2.93,2020,-4.870129870129869
2021-07-01,2.99,2020,2.0477815699658786
2021-08-01,2.99,2020,0.0
2021-09-01,2.98,2020,-0.33444816053512794
2021-10-01,3.05,2020,2.348993288590595
2021-11-01,3.11,2020,1.967213114754096
2021-12-01,3.19,2020,2.5723472668810254
2022-01-01,3.51,2020,10.03134796238243
2022-02-01,3.61,2020,2.8490028490028463
2022-03-01,3.35,2020,-7.202216066481992
2022-04-01,4.09,2020,22.089552238805954
2022-05-01,3.71,2020,-9.290953545232272
2022-06-01,3.51,2020,-5.39083557951483
2022-07-01,4.01,2020,14.245014245014254
2022-08-01,4.21,2020,4.987531172069826
2022-09-01,4.49,2020,6.65083135391924
2022-10-01,4.15,2020,-7.572383073496658
2022-11-01,3.8,2020,-8.433734939759052
2022-12-01,4.04,2020,6.315789473684208
2023-01-01,4.04,2020,0.0
2023-02-01,3.96,2020,-1.980198019801982
2023-03-01,3.82,2020,-3.535353535353536
2023-04-01,3.9,2020,2.0942408376963373
2023-05-01,3.43,2020,-12.051282051282042
2023-06-01,3.2340862423,2020,-5.711771361516038
2023-07-01,2.47523418653,2020,-23.46418737523598
2023-08-01,3.57854468882,2020,44.57398448575558
2023-09-01,3.63546132339,2020,1.590496682850362
2023-10-01,3.49014314802,2020,-3.997241682507946
2023-11-01,3.42768241654,2020,-1.7896323683867954
2023-12-01,3.6698974532,2020,7.066437529078273
2024-01-01,4.00845378204,2020,9.22522585868968
2024-02-01,4.27276008084,2020,6.5937219978494666
2024-03-01,4.33353850699,2020,1.4224628811372764
2024-04-01,4.11638954869,2020,-5.010892552350432
2024-05-01,4.28304847109,2020,4.04866741664518
2024-06-01,4.15887542797,2020,-2.8991743604619757
2024-07-01,4.09737163209,2020,-1.4788564107105495
2024-08-01,4.02134126033,2020,-1.8555888649333552
2024-09-01,4.09472354291,2020,1.824821069127025
2024-10-01,4.05631948707,2020,-0.9378912993160848
2024-11-01,3.95781191072,2020,-2.4284964895887606
2024-12-01,4.11223125193,2020,3.9016341527434717
2025-01-01,4.08026995979,2020,-0.7772250678995674
2025-02-01,4.00383668376,2020,-1.87324066258433
2025-03-01,4.07260218398,2020,1.71749013886906
2025-04-01,3.96196944826,2020,-2.716512213129607
2025-05-01,3.89069340017,2020,-1.7990054951408818
2025-06-01,3.74183540715,2020,-3.826001632857934
2025-07-01,3.79900352089,2020,1.527809417559145
2025-08-01,3.97763336985,2020,4.702018515585693
2025-09-01,4.00848316281,2020,0.775581610759768
2025-10-01,3.93558530305,2020,-1.8185896459871342
2025-11-01,3.96468137255,2020,0.7393073014438478
2025-12-01,3.95011011076,2020,-0.3675266792152909
