SourceSystem,SourceRecordId,OriginalTransactionDate,TeaGrade,ItemCode,Quantity,Unit,TransactionType,SourceReferenceNumber,SupplierOrProductionReference,WarehouseCode,BinCode,UnitCost,Reason
SYNTHETIC-RESEARCH,SYN-BOPF-20231012,2023-10-12T00:00:00Z,BOPF,TEA-BOPF,301.1,kg,ProductionReceipt,SYN-PROD-BOPF-20231012,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231013,2023-10-13T00:00:00Z,BOPF,TEA-BOPF,276.6,kg,ProductionReceipt,SYN-PROD-BOPF-20231013,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231014,2023-10-14T00:00:00Z,BOPF,TEA-BOPF,204.2,kg,ProductionReceipt,SYN-PROD-BOPF-20231014,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231015,2023-10-15T00:00:00Z,BOPF,TEA-BOPF,154.1,kg,ProductionReceipt,SYN-PROD-BOPF-20231015,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231016,2023-10-16T00:00:00Z,BOPF,TEA-BOPF,303.4,kg,ProductionReceipt,SYN-PROD-BOPF-20231016,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231017,2023-10-17T00:00:00Z,BOPF,TEA-BOPF,316.7,kg,ProductionReceipt,SYN-PROD-BOPF-20231017,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231018,2023-10-18T00:00:00Z,BOPF,TEA-BOPF,310.8,kg,ProductionReceipt,SYN-PROD-BOPF-20231018,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231019,2023-10-19T00:00:00Z,BOPF,TEA-BOPF,289.0,kg,ProductionReceipt,SYN-PROD-BOPF-20231019,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231020,2023-10-20T00:00:00Z,BOPF,TEA-BOPF,268.8,kg,ProductionReceipt,SYN-PROD-BOPF-20231020,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231021,2023-10-21T00:00:00Z,BOPF,TEA-BOPF,214.6,kg,ProductionReceipt,SYN-PROD-BOPF-20231021,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231022,2023-10-22T00:00:00Z,BOPF,TEA-BOPF,156.5,kg,ProductionReceipt,SYN-PROD-BOPF-20231022,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231023,2023-10-23T00:00:00Z,BOPF,TEA-BOPF,301.9,kg,ProductionReceipt,SYN-PROD-BOPF-20231023,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231024,2023-10-24T00:00:00Z,BOPF,TEA-BOPF,315.7,kg,ProductionReceipt,SYN-PROD-BOPF-20231024,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231025,2023-10-25T00:00:00Z,BOPF,TEA-BOPF,314.1,kg,ProductionReceipt,SYN-PROD-BOPF-20231025,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231026,2023-10-26T00:00:00Z,BOPF,TEA-BOPF,310.6,kg,ProductionReceipt,SYN-PROD-BOPF-20231026,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231027,2023-10-27T00:00:00Z,BOPF,TEA-BOPF,267.3,kg,ProductionReceipt,SYN-PROD-BOPF-20231027,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231028,2023-10-28T00:00:00Z,BOPF,TEA-BOPF,184.8,kg,ProductionReceipt,SYN-PROD-BOPF-20231028,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231029,2023-10-29T00:00:00Z,BOPF,TEA-BOPF,137.6,kg,ProductionReceipt,SYN-PROD-BOPF-20231029,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231030,2023-10-30T00:00:00Z,BOPF,TEA-BOPF,315.1,kg,ProductionReceipt,SYN-PROD-BOPF-20231030,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231031,2023-10-31T00:00:00Z,BOPF,TEA-BOPF,324.9,kg,ProductionReceipt,SYN-PROD-BOPF-20231031,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231101,2023-11-01T00:00:00Z,BOPF,TEA-BOPF,331.3,kg,ProductionReceipt,SYN-PROD-BOPF-20231101,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231102,2023-11-02T00:00:00Z,BOPF,TEA-BOPF,328.5,kg,ProductionReceipt,SYN-PROD-BOPF-20231102,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231103,2023-11-03T00:00:00Z,BOPF,TEA-BOPF,281.4,kg,ProductionReceipt,SYN-PROD-BOPF-20231103,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231104,2023-11-04T00:00:00Z,BOPF,TEA-BOPF,203.8,kg,ProductionReceipt,SYN-PROD-BOPF-20231104,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231105,2023-11-05T00:00:00Z,BOPF,TEA-BOPF,156.0,kg,ProductionReceipt,SYN-PROD-BOPF-20231105,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231106,2023-11-06T00:00:00Z,BOPF,TEA-BOPF,294.3,kg,ProductionReceipt,SYN-PROD-BOPF-20231106,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231107,2023-11-07T00:00:00Z,BOPF,TEA-BOPF,347.3,kg,ProductionReceipt,SYN-PROD-BOPF-20231107,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231108,2023-11-08T00:00:00Z,BOPF,TEA-BOPF,313.3,kg,ProductionReceipt,SYN-PROD-BOPF-20231108,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231109,2023-11-09T00:00:00Z,BOPF,TEA-BOPF,334.0,kg,ProductionReceipt,SYN-PROD-BOPF-20231109,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231110,2023-11-10T00:00:00Z,BOPF,TEA-BOPF,282.7,kg,ProductionReceipt,SYN-PROD-BOPF-20231110,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231111,2023-11-11T00:00:00Z,BOPF,TEA-BOPF,204.9,kg,ProductionReceipt,SYN-PROD-BOPF-20231111,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231112,2023-11-12T00:00:00Z,BOPF,TEA-BOPF,156.3,kg,ProductionReceipt,SYN-PROD-BOPF-20231112,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231113,2023-11-13T00:00:00Z,BOPF,TEA-BOPF,305.3,kg,ProductionReceipt,SYN-PROD-BOPF-20231113,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231114,2023-11-14T00:00:00Z,BOPF,TEA-BOPF,353.5,kg,ProductionReceipt,SYN-PROD-BOPF-20231114,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231115,2023-11-15T00:00:00Z,BOPF,TEA-BOPF,306.4,kg,ProductionReceipt,SYN-PROD-BOPF-20231115,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231116,2023-11-16T00:00:00Z,BOPF,TEA-BOPF,355.2,kg,ProductionReceipt,SYN-PROD-BOPF-20231116,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231117,2023-11-17T00:00:00Z,BOPF,TEA-BOPF,275.3,kg,ProductionReceipt,SYN-PROD-BOPF-20231117,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231118,2023-11-18T00:00:00Z,BOPF,TEA-BOPF,232.7,kg,ProductionReceipt,SYN-PROD-BOPF-20231118,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231119,2023-11-19T00:00:00Z,BOPF,TEA-BOPF,176.3,kg,ProductionReceipt,SYN-PROD-BOPF-20231119,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231120,2023-11-20T00:00:00Z,BOPF,TEA-BOPF,314.1,kg,ProductionReceipt,SYN-PROD-BOPF-20231120,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231121,2023-11-21T00:00:00Z,BOPF,TEA-BOPF,312.8,kg,ProductionReceipt,SYN-PROD-BOPF-20231121,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231122,2023-11-22T00:00:00Z,BOPF,TEA-BOPF,327.7,kg,ProductionReceipt,SYN-PROD-BOPF-20231122,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231123,2023-11-23T00:00:00Z,BOPF,TEA-BOPF,305.1,kg,ProductionReceipt,SYN-PROD-BOPF-20231123,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231124,2023-11-24T00:00:00Z,BOPF,TEA-BOPF,266.3,kg,ProductionReceipt,SYN-PROD-BOPF-20231124,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231125,2023-11-25T00:00:00Z,BOPF,TEA-BOPF,227.4,kg,ProductionReceipt,SYN-PROD-BOPF-20231125,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231126,2023-11-26T00:00:00Z,BOPF,TEA-BOPF,173.6,kg,ProductionReceipt,SYN-PROD-BOPF-20231126,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231127,2023-11-27T00:00:00Z,BOPF,TEA-BOPF,353.4,kg,ProductionReceipt,SYN-PROD-BOPF-20231127,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231128,2023-11-28T00:00:00Z,BOPF,TEA-BOPF,356.8,kg,ProductionReceipt,SYN-PROD-BOPF-20231128,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231129,2023-11-29T00:00:00Z,BOPF,TEA-BOPF,363.9,kg,ProductionReceipt,SYN-PROD-BOPF-20231129,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231130,2023-11-30T00:00:00Z,BOPF,TEA-BOPF,319.2,kg,ProductionReceipt,SYN-PROD-BOPF-20231130,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231201,2023-12-01T00:00:00Z,BOPF,TEA-BOPF,303.1,kg,ProductionReceipt,SYN-PROD-BOPF-20231201,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231202,2023-12-02T00:00:00Z,BOPF,TEA-BOPF,187.8,kg,ProductionReceipt,SYN-PROD-BOPF-20231202,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231203,2023-12-03T00:00:00Z,BOPF,TEA-BOPF,186.1,kg,ProductionReceipt,SYN-PROD-BOPF-20231203,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231204,2023-12-04T00:00:00Z,BOPF,TEA-BOPF,333.4,kg,ProductionReceipt,SYN-PROD-BOPF-20231204,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231205,2023-12-05T00:00:00Z,BOPF,TEA-BOPF,349.4,kg,ProductionReceipt,SYN-PROD-BOPF-20231205,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231206,2023-12-06T00:00:00Z,BOPF,TEA-BOPF,341.5,kg,ProductionReceipt,SYN-PROD-BOPF-20231206,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231207,2023-12-07T00:00:00Z,BOPF,TEA-BOPF,338.7,kg,ProductionReceipt,SYN-PROD-BOPF-20231207,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231208,2023-12-08T00:00:00Z,BOPF,TEA-BOPF,262.3,kg,ProductionReceipt,SYN-PROD-BOPF-20231208,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231209,2023-12-09T00:00:00Z,BOPF,TEA-BOPF,243.2,kg,ProductionReceipt,SYN-PROD-BOPF-20231209,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231210,2023-12-10T00:00:00Z,BOPF,TEA-BOPF,206.0,kg,ProductionReceipt,SYN-PROD-BOPF-20231210,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231211,2023-12-11T00:00:00Z,BOPF,TEA-BOPF,361.4,kg,ProductionReceipt,SYN-PROD-BOPF-20231211,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231212,2023-12-12T00:00:00Z,BOPF,TEA-BOPF,360.2,kg,ProductionReceipt,SYN-PROD-BOPF-20231212,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231213,2023-12-13T00:00:00Z,BOPF,TEA-BOPF,347.2,kg,ProductionReceipt,SYN-PROD-BOPF-20231213,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231214,2023-12-14T00:00:00Z,BOPF,TEA-BOPF,363.4,kg,ProductionReceipt,SYN-PROD-BOPF-20231214,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231215,2023-12-15T00:00:00Z,BOPF,TEA-BOPF,275.5,kg,ProductionReceipt,SYN-PROD-BOPF-20231215,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231216,2023-12-16T00:00:00Z,BOPF,TEA-BOPF,237.5,kg,ProductionReceipt,SYN-PROD-BOPF-20231216,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231217,2023-12-17T00:00:00Z,BOPF,TEA-BOPF,192.3,kg,ProductionReceipt,SYN-PROD-BOPF-20231217,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231218,2023-12-18T00:00:00Z,BOPF,TEA-BOPF,345.6,kg,ProductionReceipt,SYN-PROD-BOPF-20231218,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231219,2023-12-19T00:00:00Z,BOPF,TEA-BOPF,324.2,kg,ProductionReceipt,SYN-PROD-BOPF-20231219,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231220,2023-12-20T00:00:00Z,BOPF,TEA-BOPF,420.7,kg,ProductionReceipt,SYN-PROD-BOPF-20231220,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231221,2023-12-21T00:00:00Z,BOPF,TEA-BOPF,389.7,kg,ProductionReceipt,SYN-PROD-BOPF-20231221,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231222,2023-12-22T00:00:00Z,BOPF,TEA-BOPF,369.4,kg,ProductionReceipt,SYN-PROD-BOPF-20231222,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231223,2023-12-23T00:00:00Z,BOPF,TEA-BOPF,298.8,kg,ProductionReceipt,SYN-PROD-BOPF-20231223,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231224,2023-12-24T00:00:00Z,BOPF,TEA-BOPF,275.2,kg,ProductionReceipt,SYN-PROD-BOPF-20231224,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231225,2023-12-25T00:00:00Z,BOPF,TEA-BOPF,363.6,kg,ProductionReceipt,SYN-PROD-BOPF-20231225,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231226,2023-12-26T00:00:00Z,BOPF,TEA-BOPF,411.7,kg,ProductionReceipt,SYN-PROD-BOPF-20231226,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231227,2023-12-27T00:00:00Z,BOPF,TEA-BOPF,424.3,kg,ProductionReceipt,SYN-PROD-BOPF-20231227,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231228,2023-12-28T00:00:00Z,BOPF,TEA-BOPF,398.7,kg,ProductionReceipt,SYN-PROD-BOPF-20231228,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231229,2023-12-29T00:00:00Z,BOPF,TEA-BOPF,354.4,kg,ProductionReceipt,SYN-PROD-BOPF-20231229,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231230,2023-12-30T00:00:00Z,BOPF,TEA-BOPF,291.0,kg,ProductionReceipt,SYN-PROD-BOPF-20231230,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-BOPF-20231231,2023-12-31T00:00:00Z,BOPF,TEA-BOPF,253.4,kg,ProductionReceipt,SYN-PROD-BOPF-20231231,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231002,2023-10-02T00:00:00Z,DUST,TEA-DUST,260.8,kg,ProductionReceipt,SYN-PROD-DUST-20231002,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231003,2023-10-03T00:00:00Z,DUST,TEA-DUST,295.3,kg,ProductionReceipt,SYN-PROD-DUST-20231003,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231004,2023-10-04T00:00:00Z,DUST,TEA-DUST,271.7,kg,ProductionReceipt,SYN-PROD-DUST-20231004,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231005,2023-10-05T00:00:00Z,DUST,TEA-DUST,283.3,kg,ProductionReceipt,SYN-PROD-DUST-20231005,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231006,2023-10-06T00:00:00Z,DUST,TEA-DUST,254.9,kg,ProductionReceipt,SYN-PROD-DUST-20231006,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231007,2023-10-07T00:00:00Z,DUST,TEA-DUST,157.9,kg,ProductionReceipt,SYN-PROD-DUST-20231007,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231008,2023-10-08T00:00:00Z,DUST,TEA-DUST,146.1,kg,ProductionReceipt,SYN-PROD-DUST-20231008,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231009,2023-10-09T00:00:00Z,DUST,TEA-DUST,283.6,kg,ProductionReceipt,SYN-PROD-DUST-20231009,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231010,2023-10-10T00:00:00Z,DUST,TEA-DUST,255.7,kg,ProductionReceipt,SYN-PROD-DUST-20231010,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231011,2023-10-11T00:00:00Z,DUST,TEA-DUST,250.5,kg,ProductionReceipt,SYN-PROD-DUST-20231011,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231012,2023-10-12T00:00:00Z,DUST,TEA-DUST,247.5,kg,ProductionReceipt,SYN-PROD-DUST-20231012,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231013,2023-10-13T00:00:00Z,DUST,TEA-DUST,245.0,kg,ProductionReceipt,SYN-PROD-DUST-20231013,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231014,2023-10-14T00:00:00Z,DUST,TEA-DUST,175.7,kg,ProductionReceipt,SYN-PROD-DUST-20231014,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231015,2023-10-15T00:00:00Z,DUST,TEA-DUST,107.2,kg,ProductionReceipt,SYN-PROD-DUST-20231015,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231016,2023-10-16T00:00:00Z,DUST,TEA-DUST,259.4,kg,ProductionReceipt,SYN-PROD-DUST-20231016,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231017,2023-10-17T00:00:00Z,DUST,TEA-DUST,262.4,kg,ProductionReceipt,SYN-PROD-DUST-20231017,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231018,2023-10-18T00:00:00Z,DUST,TEA-DUST,259.1,kg,ProductionReceipt,SYN-PROD-DUST-20231018,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
SYNTHETIC-RESEARCH,SYN-DUST-20231019,2023-10-19T00:00:00Z,DUST,TEA-DUST,243.4,kg,ProductionReceipt,SYN-PROD-DUST-20231019,SmartTea-Synthetic-Research,WH-MAIN,BIN-01,0.0,Synthetic research data — AI model demonstration
