Date,Year,Month,Day,DayOfWeek,Quarter,IsWeekend,DayOfYear,GreenLeafPricePerKgLKR,GreenLeafQuantityKg,FirewoodCollectedKg,FirewoodCostPerKgLKR,TemperatureCelsius,RainfallMM,HeavyRainFlag,SupplierID,SupplierName,SupplierDelivered,SupplierQuantityKg,PromotionActive,MonthStartBonus,TotalDailyCostLKR,NextDayGreenLeafPrice,PriceLag1,PriceLag2,PriceLag3,PriceLag7,PriceLag14,PriceRollingMean7,PriceRollingMean30,PriceRollingStd7,QtyRollingMean7,PriceChangePct
2021-10-20,2021,10,20,2,4,0,293,99.3,4324.6,1331.1,19.26,15.4,9.3,0,SUP-003,Nuwara Estates Ltd,1,788.7,0,0,455069.77,90.77,97.18,93.2,92.77,99.85,96.8,95.08,97.63,3.49,3957.5,2.1815
2021-10-21,2021,10,21,3,4,0,294,90.77,3869.2,1084.5,18.11,18.3,1.9,0,SUP-003,Nuwara Estates Ltd,1,759.1,0,0,370847.58,88.75,99.3,97.18,93.2,97.2,98.02,94.16,97.13,3.68,3917.0,-8.5901
2021-10-22,2021,10,22,4,4,0,295,88.75,4199.3,1262.7,18.78,16.0,22.5,0,SUP-001,Perera Tea Estates,1,820.5,0,0,396401.38,94.79,90.77,99.3,97.18,96.74,97.63,93.02,96.71,3.97,3906.9,-2.2254
2021-10-23,2021,10,23,5,4,1,296,94.79,2990.5,650.0,19.26,13.7,1.2,0,SUP-005,Kandyan Leaf Growers,0,0.0,0,0,295988.5,91.2,88.75,90.77,99.3,89.19,96.73,93.82,96.59,3.62,3863.0,6.8056
2021-10-24,2021,10,24,6,4,1,297,91.2,3033.6,603.5,17.03,17.9,0.4,0,SUP-002,Silva Green Leaves,0,0.0,0,0,286941.92,93.32,94.79,88.75,90.77,92.77,90.96,93.6,96.15,3.75,3851.7,-3.7873
2021-10-25,2021,10,25,0,4,0,298,93.32,4436.0,1322.0,17.92,14.8,11.9,0,SUP-002,Silva Green Leaves,1,547.8,0,0,437657.76,89.24,91.2,94.79,88.75,93.2,94.35,93.62,96.06,3.74,3846.0,2.3246
2021-10-26,2021,10,26,1,4,0,299,89.24,4599.6,1254.5,20.08,15.9,1.6,0,SUP-002,Silva Green Leaves,1,691.5,0,0,435658.66,96.0,93.32,91.2,94.79,97.18,99.28,92.48,95.82,3.69,3921.8,-4.3721
2021-10-27,2021,10,27,2,4,0,300,96.0,4192.1,1254.8,19.9,16.9,60.4,1,SUP-003,Nuwara Estates Ltd,1,796.3,0,0,427412.12,91.72,89.24,93.32,91.2,99.3,99.85,92.01,95.67,2.76,3902.9,7.5751
2021-10-28,2021,10,28,3,4,0,301,91.72,4418.1,1335.3,18.84,15.0,14.8,0,SUP-004,Highlands Tea Farm,1,431.5,0,0,430385.18,93.82,96.0,89.24,93.32,90.77,97.2,92.15,95.41,2.72,3981.3,-4.4583
2021-10-29,2021,10,29,4,4,0,302,93.82,4463.3,1155.1,17.59,16.1,12.9,0,SUP-005,Kandyan Leaf Growers,0,0.0,0,0,439065.01,86.84,91.72,96.0,89.24,88.75,96.74,92.87,95.15,2.3,4019.0,2.2896
2021-10-30,2021,10,30,5,4,1,303,86.84,3326.5,649.0,18.84,15.5,4.9,0,SUP-004,Highlands Tea Farm,1,466.6,0,0,301100.42,88.64,93.82,91.72,96.0,94.79,89.19,91.73,94.73,3.04,4067.0,-7.4398
2021-10-31,2021,10,31,6,4,1,304,88.64,3140.0,631.4,19.42,17.0,27.5,0,SUP-001,Perera Tea Estates,0,0.0,0,0,290591.39,92.21,86.84,93.82,91.72,91.2,92.77,91.37,94.57,3.26,4082.2,2.0728
2021-11-01,2021,11,1,0,4,0,305,92.21,4107.0,1222.7,21.15,15.8,8.3,0,SUP-003,Nuwara Estates Ltd,1,784.4,0,1,404566.57,92.65,88.64,86.84,93.82,93.32,93.2,91.21,94.67,3.18,4035.2,4.0275
2021-11-02,2021,11,2,1,4,0,306,92.65,4278.0,1259.2,16.57,14.6,10.6,0,SUP-002,Silva Green Leaves,1,677.8,0,1,417221.64,89.77,92.21,88.64,86.84,89.24,97.18,91.7,94.45,3.09,3989.3,0.4772
2021-11-03,2021,11,3,2,4,0,307,89.77,4216.3,1159.1,18.19,17.6,9.2,0,SUP-003,Nuwara Estates Ltd,1,716.6,0,1,399581.28,83.83,92.65,92.21,88.64,96.0,99.3,90.81,94.16,2.48,3992.7,-3.1085
2021-11-04,2021,11,4,3,4,0,308,83.83,4285.6,1234.2,17.33,14.3,39.2,1,SUP-003,Nuwara Estates Ltd,1,757.5,0,1,380650.53,93.28,89.77,92.65,92.21,91.72,90.77,89.68,93.42,3.55,3973.8,-6.6169
2021-11-05,2021,11,5,4,4,0,309,93.28,4506.4,1070.8,20.51,17.2,45.7,1,SUP-004,Highlands Tea Farm,1,569.1,0,1,442319.1,90.3,83.83,89.77,92.65,93.82,88.75,89.6,93.31,3.45,3980.0,11.2728
2021-11-06,2021,11,6,5,4,1,310,90.3,3021.2,705.2,18.45,15.3,20.6,0,SUP-001,Perera Tea Estates,1,810.4,0,0,285825.3,85.59,93.28,83.83,89.77,86.84,94.79,90.1,93.05,3.23,3936.4,-3.1947
2021-11-07,2021,11,7,6,4,1,311,85.59,3211.9,689.8,18.8,13.9,2.4,0,SUP-002,Silva Green Leaves,0,0.0,0,0,287874.76,88.31,90.3,93.28,83.83,88.64,91.2,89.66,92.65,3.64,3946.6,-5.2159
2021-11-08,2021,11,8,0,4,0,312,88.31,4242.3,1239.6,19.52,13.6,18.8,0,SUP-001,Perera Tea Estates,1,863.8,0,0,398834.5,85.87,85.59,90.3,93.28,92.21,93.32,89.1,92.37,3.48,3966.0,3.1779
2021-11-09,2021,11,9,1,4,0,313,85.87,4290.6,1346.6,19.63,15.9,3.0,0,SUP-002,Silva Green Leaves,1,581.9,0,0,394867.58,88.68,88.31,85.59,90.3,92.65,89.24,88.14,92.2,3.27,3967.8,-2.763
2021-11-10,2021,11,10,2,4,0,314,88.68,4257.0,1198.7,18.09,15.4,16.6,0,SUP-004,Highlands Tea Farm,1,500.7,0,0,399195.24,91.69,85.87,88.31,85.59,89.77,96.0,87.98,92.01,3.2,3973.6,3.2724
2021-11-11,2021,11,11,3,4,0,315,91.69,4179.7,1262.8,20.08,16.2,8.6,0,SUP-002,Silva Green Leaves,0,0.0,0,0,408593.72,81.26,88.68,85.87,88.31,83.83,91.72,89.1,91.76,2.86,3958.4,3.3942
2021-11-12,2021,11,12,4,4,0,316,81.26,4440.8,1142.2,17.66,17.3,5.3,0,SUP-005,Kandyan Leaf Growers,1,656.8,0,0,381030.66,85.7,91.69,88.68,85.87,93.28,93.82,87.39,91.14,3.48,3949.1,-11.3753
2021-11-13,2021,11,13,5,4,1,317,85.7,2797.3,697.1,17.89,17.0,1.9,0,SUP-003,Nuwara Estates Ltd,1,669.9,0,0,252199.73,91.22,81.26,91.69,88.68,90.3,86.84,86.73,90.75,3.26,3917.1,5.4639
2021-11-14,2021,11,14,6,4,1,318,91.22,3155.3,774.8,18.68,19.4,10.8,0,SUP-004,Highlands Tea Farm,0,0.0,0,0,302299.73,92.66,85.7,81.26,91.69,85.59,88.64,87.53,90.57,3.61,3909.0,6.4411
2021-11-15,2021,11,15,0,4,0,319,92.66,4018.9,1238.4,17.8,18.6,8.6,0,SUP-004,Highlands Tea Farm,1,491.6,0,0,394434.79,89.31,91.22,85.7,81.26,88.31,92.21,88.15,90.69,4.11,3877.1,1.5786
2021-11-16,2021,11,16,1,4,0,320,89.31,4409.4,1252.2,18.08,16.3,7.4,0,SUP-003,Nuwara Estates Ltd,1,839.3,0,0,416443.29,88.24,92.66,91.22,85.7,85.87,92.65,88.65,90.57,3.99,3894.1,-3.6154
2021-11-17,2021,11,17,2,4,0,321,88.24,4167.9,1334.6,19.22,18.0,5.3,0,SUP-001,Perera Tea Estates,1,903.3,0,0,393426.51,89.05,89.31,92.66,91.22,88.68,89.77,88.58,90.4,4.0,3881.3,-1.1981
2021-11-18,2021,11,18,3,4,0,322,89.05,4222.1,1358.8,19.77,18.9,5.3,0,SUP-001,Perera Tea Estates,1,889.5,1,0,402841.48,85.29,88.24,89.31,92.66,91.69,83.83,88.21,90.13,3.77,3887.4,0.918
2021-11-19,2021,11,19,4,4,0,323,85.29,4322.9,1339.3,16.88,16.2,2.6,0,SUP-005,Kandyan Leaf Growers,1,656.3,0,0,391307.52,85.0,89.05,88.24,89.31,81.26,93.28,88.78,89.67,2.69,3870.5,-4.2223
2021-11-20,2021,11,20,5,4,1,324,85.0,3372.0,640.3,19.2,17.3,26.8,0,SUP-005,Kandyan Leaf Growers,1,531.1,0,0,298913.76,86.33,85.29,89.05,88.24,85.7,90.3,88.68,89.47,2.83,3952.6,-0.34
2021-11-21,2021,11,21,6,4,1,325,86.33,3161.9,761.5,19.26,19.6,6.7,0,SUP-004,Highlands Tea Farm,0,0.0,0,0,287633.32,79.49,85.0,85.29,89.05,91.22,85.59,87.98,89.39,2.7,3953.6,1.5647
2021-11-22,2021,11,22,0,4,0,326,79.49,3997.4,1243.6,19.86,16.4,15.1,0,SUP-004,Highlands Tea Farm,0,0.0,0,0,342451.22,94.1,86.33,85.0,85.29,92.66,88.31,86.1,88.88,3.4,3950.5,-7.9231
2021-11-23,2021,11,23,1,4,0,327,94.1,4486.9,1333.2,17.59,18.2,4.5,0,SUP-003,Nuwara Estates Ltd,1,759.4,0,0,445668.28,97.23,79.49,86.33,85.0,89.31,85.87,86.79,88.98,4.46,3961.6,18.3797
2021-11-24,2021,11,24,2,4,0,328,97.23,4220.8,1176.8,18.31,19.0,0.3,0,SUP-001,Perera Tea Estates,1,871.3,0,0,431935.59,86.8,94.1,79.49,86.33,88.24,88.68,88.07,89.11,5.99,3969.1,3.3262
2021-11-25,2021,11,25,3,4,0,329,86.8,4252.9,1225.7,16.98,16.5,15.6,0,SUP-003,Nuwara Estates Ltd,1,657.4,0,0,389964.11,90.11,97.23,94.1,79.49,89.05,91.69,87.75,89.03,5.99,3973.5,-10.7271
2021-11-26,2021,11,26,4,4,0,330,90.11,4380.4,1342.0,17.52,16.2,28.0,0,SUP-003,Nuwara Estates Ltd,1,773.6,0,0,418229.68,87.9,86.8,97.23,94.1,85.29,81.26,88.44,88.83,5.93,3981.8,3.8134
2021-11-27,2021,11,27,5,4,1,331,87.9,2914.0,666.4,16.24,19.8,8.0,0,SUP-001,Perera Tea Estates,1,770.9,0,0,266962.94,82.57,90.11,86.8,97.23,85.0,85.7,88.85,88.71,5.75,3916.3,-2.4526
2021-11-28,2021,11,28,6,4,1,332,82.57,3145.8,615.7,17.82,17.5,0.5,0,SUP-001,Perera Tea Estates,0,0.0,0,0,270720.48,90.45,87.9,90.11,86.8,86.33,91.22,88.31,88.33,6.18,3914.0,-6.0637
2021-11-29,2021,11,29,0,4,0,333,90.45,4394.9,1165.6,20.08,17.0,4.6,0,SUP-002,Silva Green Leaves,1,703.4,0,0,420923.95,88.4,82.57,87.9,90.11,79.49,92.66,89.88,88.45,4.81,3970.8,9.5434
2021-11-30,2021,11,30,1,4,0,334,88.4,4420.3,1072.4,18.75,18.1,28.2,0,SUP-001,Perera Tea Estates,1,833.8,0,0,410862.02,91.2,90.45,82.57,87.9,94.1,89.31,89.07,88.44,4.45,3961.3,-2.2664
2021-12-01,2021,12,1,2,4,0,335,91.2,4262.9,1262.1,18.26,18.6,0.3,0,SUP-001,Perera Tea Estates,1,770.8,0,1,411822.43,87.99,88.4,90.45,82.57,97.23,88.24,88.2,88.41,2.93,3967.3,3.1674
2021-12-02,2021,12,2,3,4,0,336,87.99,4348.5,1235.4,18.95,15.9,24.8,0,SUP-003,Nuwara Estates Ltd,1,812.7,0,1,406035.34,88.6,91.2,88.4,90.45,86.8,89.05,88.37,88.25,2.87,3981.0,-3.5197
2021-12-03,2021,12,3,4,4,0,337,88.6,4509.2,1383.7,16.72,18.4,4.8,0,SUP-005,Kandyan Leaf Growers,1,690.5,0,1,422650.58,89.17,87.99,91.2,88.4,90.11,85.29,88.16,88.21,2.77,3999.4,0.6933
2021-12-04,2021,12,4,5,4,1,338,89.17,3328.1,668.0,19.95,17.7,3.6,0,SUP-003,Nuwara Estates Ltd,1,728.3,0,1,310093.28,88.05,88.6,87.99,91.2,87.9,85.0,88.34,88.39,2.79,4058.5,0.6433
2021-12-05,2021,12,5,6,4,1,339,88.05,3126.7,652.2,17.54,16.3,41.6,1,SUP-003,Nuwara Estates Ltd,0,0.0,0,1,286745.52,87.9,89.17,88.6,87.99,82.57,86.33,89.12,88.22,1.25,4055.8,-1.256
2021-12-06,2021,12,6,0,4,0,340,87.9,4201.1,1236.2,18.87,17.3,1.8,0,SUP-001,Perera Tea Estates,1,867.5,0,0,392603.78,92.22,88.05,89.17,88.6,90.45,79.49,88.76,88.14,1.16,4028.1,-0.1704
2021-12-07,2021,12,7,1,4,0,341,92.22,4777.1,1338.1,16.9,16.6,14.0,0,SUP-001,Perera Tea Estates,1,833.5,0,0,463158.05,93.46,87.9,88.05,89.17,88.4,94.1,89.3,88.36,1.73,4079.1,4.9147
2021-12-08,2021,12,8,2,4,0,342,93.46,4684.9,1137.9,16.97,19.9,8.6,0,SUP-005,Kandyan Leaf Growers,0,0.0,0,0,457160.92,91.91,92.22,87.9,88.05,91.2,97.23,89.63,88.53,2.27,4139.4,1.3446
2021-12-09,2021,12,9,3,4,0,343,91.91,4458.3,1372.4,17.87,18.4,10.2,0,SUP-005,Kandyan Leaf Growers,1,648.5,0,0,434287.14,89.48,93.46,92.22,87.9,87.99,86.8,90.19,88.73,2.28,4155.1,-1.6585
2021-12-10,2021,12,10,4,4,0,344,89.48,4295.5,1193.5,16.46,20.0,9.9,0,SUP-002,Silva Green Leaves,1,637.2,0,0,404006.35,91.15,91.91,93.46,92.22,88.6,90.11,90.31,88.76,2.2,4124.5,-2.6439
2021-12-11,2021,12,11,5,4,1,345,91.15,3186.1,679.9,17.74,19.2,9.3,0,SUP-001,Perera Tea Estates,1,801.7,0,0,302474.44,86.17,89.48,91.91,93.46,89.17,87.9,90.6,88.74,2.16,4104.2,1.8663
2021-12-12,2021,12,12,6,4,1,346,86.17,3382.2,682.5,18.68,19.0,3.3,0,SUP-004,Highlands Tea Farm,0,0.0,0,0,304193.27,90.27,91.15,89.48,91.91,88.05,82.57,90.33,88.9,2.6,4140.7,-5.4635
2021-12-13,2021,12,13,0,4,0,347,90.27,4537.2,1225.8,16.84,18.1,2.2,0,SUP-002,Silva Green Leaves,1,462.2,0,0,430215.52,90.52,86.17,91.15,89.48,87.9,90.45,90.67,89.06,2.37,4188.8,4.758
2021-12-14,2021,12,14,1,4,0,348,90.52,4682.8,1329.5,17.3,17.7,12.4,0,SUP-001,Perera Tea Estates,1,911.8,0,0,446887.41,90.39,90.27,86.17,91.15,92.22,88.4,90.42,89.03,2.27,4175.3,0.2769
2021-12-15,2021,12,15,2,4,0,349,90.39,4596.1,1335.8,19.23,18.6,9.9,0,SUP-002,Silva Green Leaves,1,655.2,0,0,441128.91,91.56,90.52,90.27,86.17,93.46,91.2,89.98,88.96,1.84,4162.6,-0.1436
2021-12-16,2021,12,16,3,4,0,350,91.56,4552.3,1204.1,18.78,18.8,8.2,0,SUP-004,Highlands Tea Farm,1,508.3,0,0,439421.59,85.67,90.39,90.52,90.27,91.91,87.99,89.93,89.03,1.79,4176.0,1.2944
2021-12-17,2021,12,17,4,4,0,351,85.67,4524.3,1242.5,18.47,19.1,21.1,0,SUP-005,Kandyan Leaf Growers,1,683.8,0,0,410545.76,89.36,91.56,90.39,90.52,89.48,88.6,89.39,88.95,2.42,4208.7,-6.4329
2021-12-18,2021,12,18,5,4,1,352,89.36,3731.9,770.2,18.27,20.6,20.4,0,SUP-001,Perera Tea Estates,1,786.8,0,0,347554.14,84.22,85.67,91.56,90.39,91.15,89.17,89.13,88.96,2.29,4286.7,4.3072
2021-12-19,2021,12,19,6,4,1,353,84.22,3155.7,688.1,18.4,20.2,3.5,0,SUP-002,Silva Green Leaves,0,0.0,0,0,278434.09,88.43,89.36,85.67,91.56,86.17,88.05,88.86,88.92,2.78,4254.3,-5.752
2021-12-20,2021,12,20,0,4,0,354,88.43,4051.9,1311.9,18.22,20.1,1.0,0,SUP-002,Silva Green Leaves,1,624.7,0,0,382212.34,89.53,84.22,89.36,85.67,90.27,87.9,88.59,89.04,2.71,4185.0,4.9988
2021-12-21,2021,12,21,1,4,0,355,89.53,4433.2,1306.8,18.16,16.4,5.3,0,SUP-004,Highlands Tea Farm,1,551.1,0,0,420635.88,92.59,88.43,84.22,89.36,90.52,92.22,88.45,89.14,2.62,4149.3,1.2439
2021-12-22,2021,12,22,2,4,0,356,92.59,4521.2,1276.0,19.55,17.6,9.2,0,SUP-004,Highlands Tea Farm,1,562.4,1,0,443563.71,92.85,89.53,88.43,84.22,90.39,93.46,88.77,89.58,2.99,4138.6,3.4178
2021-12-23,2021,12,23,3,4,0,357,92.85,4576.6,1415.1,18.19,18.8,5.5,0,SUP-003,Nuwara Estates Ltd,1,732.0,0,0,450677.98,84.85,92.59,89.53,88.43,91.56,91.91,88.95,89.54,3.22,4142.1,0.2808
2021-12-24,2021,12,24,4,4,0,358,84.85,4566.4,1169.3,18.64,20.5,23.4,0,SUP-005,Kandyan Leaf Growers,1,676.7,0,0,409254.79,84.84,92.85,92.59,89.53,85.67,89.48,88.83,89.13,3.37,4148.1,-8.616
2021-12-25,2021,12,25,5,4,1,359,84.84,2954.2,621.4,17.79,18.0,66.7,1,SUP-001,Perera Tea Estates,1,872.9,0,0,261689.03,90.05,84.85,92.85,92.59,89.36,91.15,88.19,89.06,3.68,4037.0,-0.0118
2021-12-26,2021,12,26,6,4,1,360,90.05,3624.3,551.8,20.13,18.9,4.3,0,SUP-002,Silva Green Leaves,0,0.0,0,0,337475.95,90.85,84.84,84.85,92.85,84.22,86.17,89.02,89.06,3.26,4104.0,6.141
2021-12-27,2021,12,27,0,4,0,361,90.85,4873.2,1241.7,17.03,18.7,29.4,0,SUP-002,Silva Green Leaves,1,682.5,0,0,463876.37,97.53,90.05,84.84,84.85,88.43,90.27,89.37,89.16,3.32,4221.3,0.8884
2021-12-28,2021,12,28,1,4,0,362,97.53,4315.0,1201.8,17.63,19.8,7.2,0,SUP-005,Kandyan Leaf Growers,0,0.0,0,0,442029.68,91.81,90.85,90.05,84.84,89.53,90.52,90.51,89.66,4.54,4204.4,7.3528
2021-12-29,2021,12,29,2,4,0,363,91.81,4799.0,1192.8,17.62,19.4,60.8,1,SUP-004,Highlands Tea Farm,1,464.9,0,0,461613.33,92.03,97.53,90.85,90.05,92.59,90.39,90.4,89.7,4.49,4244.1,-5.8649
2021-12-30,2021,12,30,3,4,0,364,92.03,4568.7,1125.2,17.48,21.2,0.8,0,SUP-003,Nuwara Estates Ltd,1,694.3,0,0,440125.96,86.42,91.81,97.53,90.85,92.85,91.56,90.28,89.82,4.42,4243.0,0.2396
2021-12-31,2021,12,31,4,4,0,365,86.42,4314.8,1208.4,19.48,19.4,11.8,0,SUP-004,Highlands Tea Farm,1,459.8,0,0,396424.65,90.08,92.03,91.81,97.53,84.85,85.67,90.5,89.66,4.13,4207.0,-6.0958
2022-01-01,2022,1,1,5,1,1,1,90.08,2926.1,522.4,19.3,20.1,7.1,0,SUP-002,Silva Green Leaves,1,700.1,0,1,273665.41,84.34,86.42,92.03,91.81,84.84,89.36,91.25,89.73,3.33,4203.0,4.2351
2022-01-02,2022,1,2,6,1,1,2,84.34,3299.3,718.8,19.5,22.7,0.8,0,SUP-002,Silva Green Leaves,0,0.0,0,1,292279.56,91.8,90.08,86.42,92.03,90.05,84.22,90.44,89.59,4.25,4156.6,-6.3721
2022-01-03,2022,1,3,0,1,0,3,91.8,4505.2,1160.5,19.05,18.9,3.0,0,SUP-001,Perera Tea Estates,1,831.5,0,1,435684.88,97.11,84.34,90.08,86.42,90.85,88.43,90.57,89.68,4.28,4104.0,8.8452
2022-01-04,2022,1,4,1,1,0,4,97.11,4649.5,1274.3,17.49,20.4,1.0,0,SUP-002,Silva Green Leaves,1,601.1,0,1,473800.45,90.96,91.8,84.34,90.08,97.53,89.53,90.51,89.98,4.17,4151.8,5.7843
2022-01-05,2022,1,5,2,1,0,5,90.96,4629.9,1373.1,18.11,15.9,0.1,0,SUP-004,Highlands Tea Farm,0,0.0,0,1,446002.54,94.84,97.11,91.8,84.34,91.81,92.59,90.39,90.08,4.14,4127.6,-6.333
2022-01-06,2022,1,6,3,1,0,6,94.84,4530.5,1366.6,18.62,22.8,7.6,0,SUP-003,Nuwara Estates Ltd,0,0.0,0,0,455118.71,85.65,90.96,97.11,91.8,92.03,92.85,90.79,90.17,4.45,4122.2,4.2656
2022-01-07,2022,1,7,4,1,0,7,85.65,4421.7,1360.2,18.66,17.9,1.6,0,SUP-001,Perera Tea Estates,1,808.9,1,0,404099.94,87.32,94.84,90.96,97.11,86.42,84.85,90.68,89.91,4.58,4137.5,-9.69
2022-01-08,2022,1,8,5,1,1,8,87.32,3584.8,694.9,17.07,21.9,6.7,0,SUP-005,Kandyan Leaf Growers,1,677.3,0,0,324886.68,90.56,85.65,94.84,90.96,90.08,84.84,90.29,89.76,4.76,4231.6,1.9498
2022-01-09,2022,1,9,6,1,1,9,90.56,3304.7,706.2,18.52,19.2,25.3,0,SUP-003,Nuwara Estates Ltd,0,0.0,0,0,312352.46,87.46,87.32,85.65,94.84,84.34,90.05,91.18,89.79,3.98,4232.3,3.7105
2022-01-10,2022,1,10,0,1,0,10,87.46,4405.0,1202.7,19.07,18.6,1.0,0,SUP-001,Perera Tea Estates,1,892.9,0,0,408196.79,87.74,90.56,87.32,85.65,91.8,90.85,90.56,89.67,4.2,4218.0,-3.4231
2022-01-11,2022,1,11,1,1,0,11,87.74,4502.0,1231.0,19.82,19.4,2.0,0,SUP-002,Silva Green Leaves,1,664.0,0,0,419403.9,96.15,87.46,90.56,87.32,97.11,97.53,89.22,89.72,3.11,4196.9,0.3201
2022-01-12,2022,1,12,2,1,0,12,96.15,4466.5,1377.4,18.79,21.7,1.6,0,SUP-002,Silva Green Leaves,1,601.9,1,0,455335.32,92.41,87.74,87.46,90.56,90.96,91.81,89.96,89.92,4.07,4173.6,9.5851
2022-01-13,2022,1,13,3,1,0,13,92.41,4752.0,1300.0,17.84,19.8,0.8,0,SUP-002,Silva Green Leaves,1,597.5,0,0,462324.32,92.2,96.15,87.74,87.46,94.84,92.03,89.61,89.98,3.66,4205.2,-3.8898
2022-01-14,2022,1,14,4,1,0,14,92.2,4410.4,1219.5,19.73,20.4,2.4,0,SUP-005,Kandyan Leaf Growers,1,644.5,0,0,430699.62,87.76,92.41,96.15,87.74,85.65,86.42,90.55,90.04,3.3,4203.6,-0.2272
2022-01-15,2022,1,15,5,1,1,15,87.76,3612.3,594.1,19.69,18.3,2.1,0,SUP-002,Silva Green Leaves,1,554.9,0,0,328713.28,93.31,92.2,92.41,96.15,87.32,90.08,90.61,89.91,3.23,4207.6,-4.8156
2022-01-16,2022,1,16,6,1,1,16,93.31,3187.1,735.2,17.32,19.6,3.8,0,SUP-001,Perera Tea Estates,0,0.0,0,0,310121.96,90.77,87.76,92.2,92.41,90.56,84.34,91.0,90.17,3.39,4190.8,6.3241
2022-01-17,2022,1,17,0,1,0,17,90.77,4669.0,1236.7,19.94,22.1,4.9,0,SUP-002,Silva Green Leaves,1,601.5,0,0,448464.93,89.5,93.31,87.76,92.2,87.46,91.8,91.48,90.22,3.02,4228.5,-2.7221
2022-01-18,2022,1,18,1,1,0,18,89.5,4735.2,1319.1,20.71,19.2,1.3,0,SUP-002,Silva Green Leaves,1,570.6,0,0,451118.96,92.59,90.77,93.31,87.76,87.74,97.11,91.73,90.39,2.72,4261.8,-1.3991
2022-01-19,2022,1,19,2,1,0,19,92.59,4671.3,1264.1,19.3,21.5,8.2,0,SUP-002,Silva Green Leaves,1,551.4,0,0,456912.8,96.58,89.5,90.77,93.31,96.15,90.96,91.22,90.53,1.99,4291.0,3.4525
2022-01-20,2022,1,20,3,1,0,20,96.58,4676.7,1362.1,19.67,19.8,0.3,0,SUP-002,Silva Green Leaves,1,641.2,0,0,478468.19,88.02,92.59,89.5,90.77,92.41,94.84,91.82,90.77,2.85,4280.3,4.3093
2022-01-21,2022,1,21,4,1,0,21,88.02,4711.3,1345.7,19.42,21.2,0.4,0,SUP-004,Highlands Tea Farm,0,0.0,0,0,440822.12,92.02,96.58,92.59,89.5,92.2,85.65,91.22,90.61,3.17,4323.3,-8.8631
2022-01-22,2022,1,22,5,1,1,22,92.02,3183.8,592.3,19.31,20.6,2.0,0,SUP-003,Nuwara Estates Ltd,1,732.6,0,0,304410.59,91.79,88.02,96.58,92.59,87.76,87.32,91.83,90.58,2.78,4262.1,4.5444
2022-01-23,2022,1,23,6,1,1,23,91.79,3531.6,773.8,19.38,19.1,1.8,0,SUP-001,Perera Tea Estates,0,0.0,0,0,339161.81,92.34,92.02,88.02,96.58,93.31,90.56,91.61,90.82,2.71,4311.3,-0.2499
2022-01-24,2022,1,24,0,1,0,24,92.34,4332.0,1301.8,19.33,22.5,4.2,0,SUP-002,Silva Green Leaves,1,594.0,0,0,425180.67,101.78,91.79,92.02,88.02,90.77,87.46,91.83,91.07,2.69,4263.1,0.5992
2022-01-25,2022,1,25,1,1,0,25,101.78,4849.8,1199.4,20.64,19.5,0.7,0,SUP-003,Nuwara Estates Ltd,1,777.9,0,0,518368.26,102.8,92.34,91.79,92.02,89.5,87.74,93.59,91.46,4.38,4279.5,10.2231
2022-01-26,2022,1,26,2,1,0,26,102.8,4447.9,1196.8,17.98,22.2,5.3,0,SUP-003,Nuwara Estates Ltd,0,0.0,0,0,478762.58,90.47,101.78,92.34,91.79,92.59,96.15,95.05,91.86,5.54,4247.6,1.0022
2022-01-27,2022,1,27,3,1,0,27,90.47,4559.9,1242.0,18.88,18.3,3.7,0,SUP-003,Nuwara Estates Ltd,1,709.7,0,0,435983.11,92.32,102.8,101.78,92.34,96.58,92.41,94.17,91.62,5.74,4230.9,-11.9942
2022-01-28,2022,1,28,4,1,0,28,92.32,4625.4,1173.8,16.98,20.4,6.2,0,SUP-004,Highlands Tea Farm,1,563.6,0,0,446948.05,92.94,90.47,102.8,101.78,88.02,92.2,94.79,91.64,5.17,4218.6,2.0449
2022-01-29,2022,1,29,5,1,1,29,92.94,3169.9,611.9,18.33,19.6,8.5,0,SUP-001,Perera Tea Estates,1,847.9,0,0,305826.63,92.64,92.32,90.47,102.8,92.02,87.76,94.92,91.67,5.1,4216.6,0.6716
2022-01-30,2022,1,30,6,1,1,30,92.64,3110.9,619.7,19.82,19.0,18.2,0,SUP-002,Silva Green Leaves,0,0.0,1,0,300476.23,97.19,92.94,92.32,90.47,91.79,93.31,95.04,91.88,5.02,4156.5,-0.3228
2022-01-31,2022,1,31,0,1,0,31,97.19,4883.0,1321.0,19.99,19.8,1.8,0,SUP-003,Nuwara Estates Ltd,1,818.4,0,0,500985.56,99.59,92.64,92.94,92.32,92.34,90.77,95.73,92.11,4.92,4235.3,4.9115
2022-02-01,2022,2,1,1,1,0,32,99.59,4411.6,1433.0,17.84,19.4,1.2,0,SUP-005,Kandyan Leaf Growers,1,588.3,0,1,464915.96,97.71,97.19,92.64,92.94,101.78,89.5,95.42,92.62,4.53,4172.7,2.4694
2022-02-02,2022,2,2,2,1,0,33,97.71,4562.6,1130.9,19.14,18.1,8.6,0,SUP-002,Silva Green Leaves,0,0.0,0,1,467457.07,100.14,99.59,97.19,92.64,102.8,92.59,94.69,92.82,3.42,4189.0,-1.8877
